Jazz 'N' Samba (So Danco Samba),360,
Jersey Bounce,223,
"Jive Samba, The",224,
Just A Gigolo,225,
Just Squeeze Me (But Don't Tease Me),226,
Just The Two Of Us,228,
Kickin' The Gong Around,230,
"Lady Is A Tramp, The",227,
"Lady's In Love With You, The",232,
Lazy Afternoon,233,
Lazybones,234,
Learnin' The Blues,235,
Let There Be Love,236,
Let's Face The Music And Dance,238,
Let's Get Away From It All,237,
Line For Lyons,240,
Line Games,241,
Linger Awhile,242,
Little Girl Blue,243,
Little Shoes,244,
Little White Lies,246,
Little Willie Leaps,247,
"Look Of Love, The",248,
Look To The Rainbow,249,
Lost In The Stars,250,
L-O-V-E,252,
Love Is A Simple Thing,253,
Love Letters,254,
Love Me Or Leave Me,255,
"Love Nest, The",256,
Love You Madly,257,
"Lover, Come Back To Me",258,
Lullaby Of The Leaves,260,
Makin' Whoopee!,261,
Mambo #5,262,
"Man That Got Away, The",264,
Manhattan,266,
Marmaduke,267,
Mas Que Nada,268,
Masquerade,269,
(I'm Afraid) The Masquerade Is Over,270,
Maybe I Should Change My Ways,271,
Mayreh,272,
Mean To Me,274,
"Meaning Of The Blues, The",275,
Midnight Sun,276,
Milestones,277,
Mimi,278,
Mona Lisa,279,
Moon And Sand,280,
Moonlight Becomes You,281,
Moonlight In Vermont,282,
(There Ought To Be A) Moonlight Saving Time,283,
More (Ti Guarder˜ Nel Cuore),284,
More I Cannot Wish You,286,
Mountain Greenery,285,
My Baby Just Cares For Me,288,
My Blue Heaven,289,
My Heart Belongs To Daddy,290,
My Heart Stood Still,291,
My Ideal,292,
My Lucky Star,293,
My Man (Mon Homme),294,
My Melancholy Baby,295,
My Silent Love,296,
My Sin,297,
Nancy With The Laughing Face,298,
Never Let Me Go,299,
Nevertheless (I'm In Love With You),300,
"Night We Called It A Day, The",301,
"Nightingale Sang In Berkeley Square, A",302,
No Moon At All,303,
Nobody Else But Me,304,
Norwegian Wood (This Bird Has Flown),305,
"Odd Couple, The",306,
Old Cape Cod,307,
On A Clear Day (You Can See Forever),308,
On A Slow Boat To China,309,
On The Street Where You Live,310,
On The Sunny Side Of The Street,312,
One For My Baby (And One More For The Road),314,
Out Of This World,316,
"Party's Over, The",313,
Passport,318,
People,320,
Perhaps,319,
Poinciana (Song Of The Tree),322,
Poor Butterfly,324,
Pretend,325,
"Pretty Girl Is Like A Melody, A",326,
Pure Imagination,327,
Put On A Happy Face,328,
"Quizas, Quizas, Quizas (Perhaps, Perhaps, Perhaps)",329,
"Rainbow Connection, The",330,
Re: Person I Knew,331,
Red Top,332,
Reflections In D,333,
Revelation,334,
Ridin' High,335,
Rifftide,336,
Rockin' Chair,337,
Romance Without Finance,338,
Room 608,339,
Rose Room,340,
Rosewood,342,
Samba De Orfeu,344,
Save The Bones For Henry Jones,341,
Say It Isn't So,346,
Say It With Music,347,
Seems Like Old Times,348,
Segment,349,
Sentimental Me,350,
Shawnuff,351,
Shoo Fly Pie And Apple Pan Dowdy,352,
"Sing, You Sinners",353,
"Single Petal Of A Rose, The",354,
Sister Sadie,355,
Skylark,356,
"Sleepin' Bee, A",357,
Small Fry,358,
Small World,359,
So In Love,362,
Soft Lights And Sweet Music,361,
Somebody Loves You,364,
Something Wonderful,365,
Sometimes I'm Happy,366,
Song For Helen,367,
Song For Strayhorn,368,
"Song Is Ended (But The Melody Lingers On), The",369,
Song Of The Jet (Samba do Avi‹o),370,
Soon It's Gonna Rain,372,
S.O.S.,373,
Spring Can Really Hang You Up The Most,374,
Spring Will Be A Little Late This Year,376,
Squeeze Me,377,
Stablemates,378,
Stay As Sweet As You Are,379,
Steeplechase,380,
Steppin' Out With My Baby,381,
Stormy Weather (Keeps Rainin' All The Time),382,
Sweet And Lovely,383,
Swinging On A Star,384,
Take Ten,385,
"Taste Of Honey, A",386,
Teach Me Tonight,387,
Teen Town,388,
Telephone Song,390,
Ten Cents A Dance,391,
(Love Is) The Tender Trap,392,
That Old Black Magic,394,
That Old Feeling,393,
Theme For Ernie,396,
There Are Such Things,397,
There Goes My Heart,398,
There's A Mingus Amonk Us,399,
They Say It's Wonderful,400,
Things Ain't What They Used To Be,401,
This Can't Be Love,402,
This Could Be The Start Of Something Big,404,
This Is All I Ask (Beautiful Girls Walk A Little Slower),403,
Three Little Words,406,
"Thrill Is Gone, The",407,
Time After Time,408,
Time Was,409,
Too Close For Comfort,410,
Too Late Now,411,
"Toot, Toot, Tootsie! (Good-bye!)",412,
"Touch Of Your Lips, The",413,
Trick,414,
Try To Remember,416,
Two Of A Mind,417,
Un Poco Loco,418,
Unforgettable,420,
Upside Downside,422,
"Very Thought Of You, The",421,
Violets For Your Furs,424,
"Visit, The",425,
Wail,426,
Walk On The Wild Side,427,
Walkin' My Baby Back Home,428,
Watermelon Man,429,
What A Diff'rence A Day Made,430,
What A Wonderful World,431,
What Did I Have That I Don't Have?,432,
What I Did For Love,434,
What Now My Love,435,
When The Sun Comes Out,436,
When You're Smiling (The Whole World Smiles With You),437,
Where Or When,438,
While We're Young,440,
Whistle While You Work,439,
(There'll Be Bluebirds Over) The White Cliffs Of Dover,442,
Whittlin',443,
Who's Afraid Of The Big Bad Wolf?,444,
Why Did I Choose You?,446,
"Why Don't You Do Right (Get Me Some Money, Too!)",447,
Why Try To Change Me Now,448,
Will You Still Be Mine,450,
Wintersong,449,
Witchcraft,452,
With Every Breath I Take,453,
Wouldn't It Be Loverly,454,
Wrap Your Troubles In Dreams (And Dream Your Troubles Away),455,
Yes Indeed,456,
You Belong To My Heart (Solamente Una Vez),457,
You Better Go Now,458,
You Made Me Love You (I Didn't Want To Do It),459,
You're Blase,460,
You're Driving Me Crazy! (What Did I Do?),461,
You're Mine You,462,
You've Changed,463,
Younger Than Springtime,464,
